WorkingDir,Type,Select,nZ/SRM,nY/CT,nX/ISO,LV,ZOOM,FifName,FileName,ResId,CheckSum,TicketNo
D:\SourceCode\SVN_Cathy_V35\BSP\Internal\sphost/resource/SBC/A/RO_RES/IQ/OV4689/DIQ/,Normal,ISO,2,6,5,0,0,,E7B13FCD.047,47(0x2f),0xe7b13fcd,22
D:\SourceCode\SVN_Cathy_V35\BSP\Internal\sphost/resource/SBC/A/RO_RES/IQ/OV4689/DIQ/,Normal,ISO,2,6,5,0,0,,81BCCEC4.051,51(0x33),0x81bccec4,30
D:\SourceCode\SVN_Cathy_V35\BSP\Internal\sphost/resource/SBC/A/RO_RES/IQ/OV4689/DIQ/,Normal,ISO,2,6,5,0,0,,58BE204D.257,257(0x101),0x58be204d,41
D:\SourceCode\SVN_Cathy_V35\BSP\Internal\sphost/resource/SBC/A/RO_RES/IQ/OV4689/DIQ/,Normal,ISO,2,6,6,0,0,,8B10AAE2.274,274(0x112),0x8b10aae2,32
D:\SourceCode\SVN_Cathy_V35\BSP\Internal\sphost/resource/SBC/A/RO_RES/IQ/OV4689/DIQ/,Normal,ISO,2,6,6,0,0,,1021E997.034,34(0x22),0x1021e997,42
D:\SourceCode\SVN_Cathy_V35\BSP\Internal\sphost/resource/SBC/A/RO_RES/IQ/OV4689/DIQ/,Normal,ISO,2,6,6,0,0,,6B79580E.047,47(0x2f),0x6b79580e,26
D:\SourceCode\SVN_Cathy_V35\BSP\Internal\sphost/resource/SBC/A/RO_RES/IQ/OV4689/DIQ/,Normal,ISO,2,6,6,0,0,,931033B7.051,51(0x33),0x931033b7,34
D:\SourceCode\SVN_Cathy_V35\BSP\Internal\sphost/resource/SBC/A/RO_RES/IQ/OV4689/DIQ/,Normal,ISO,2,6,6,0,0,,33A1BB11.257,257(0x101),0x33a1bb11,43
D:\SourceCode\SVN_Cathy_V35\BSP\Internal\sphost/resource/SBC/A/RO_RES/IQ/OV4689/DIQ/,Normal,CT,1,1,1,0,0,,CD86BC80.032,32(0x20),0xcd86bc80,44
D:\SourceCode\SVN_Cathy_V35\BSP\Internal\sphost/resource/SBC/A/RO_RES/IQ/OV4689/DIQ/,Normal,CT,1,1,1,0,0,,BD801007.257,257(0x101),0xbd801007,45
D:\SourceCode\SVN_Cathy_V35\BSP\Internal\sphost/resource/SBC/A/RO_RES/IQ/OV4689/DIQ/,Normal,CT,1,2,1,0,0,,D7C20227.032,32(0x20),0xd7c20227,46
D:\SourceCode\SVN_Cathy_V35\BSP\Internal\sphost/resource/SBC/A/RO_RES/IQ/OV4689/DIQ/,Normal,CT,1,2,1,0,0,,BD801007.257,257(0x101),0xbd801007,45
D:\SourceCode\SVN_Cathy_V35\BSP\Internal\sphost/resource/SBC/A/RO_RES/IQ/OV4689/DIQ/,Normal,CT,1,3,1,0,0,,2680AE23.032,32(0x20),0x2680ae23,47
D:\SourceCode\SVN_Cathy_V35\BSP\Internal\sphost/resource/SBC/A/RO_RES/IQ/OV4689/DIQ/,Normal,CT,1,3,1,0,0,,BD801007.257,257(0x101),0xbd801007,45
D:\SourceCode\SVN_Cathy_V35\BSP\Internal\sphost/resource/SBC/A/RO_RES/IQ/OV4689/DIQ/,Normal,CT,1,4,1,0,0,,2680AE23.032,32(0x20),0x2680ae23,47
D:\SourceCode\SVN_Cathy_V35\BSP\Internal\sphost/resource/SBC/A/RO_RES/IQ/OV4689/DIQ/,Normal,CT,1,4,1,0,0,,BD801007.257,257(0x101),0xbd801007,45
D:\SourceCode\SVN_Cathy_V35\BSP\Internal\sphost/resource/SBC/A/RO_RES/IQ/OV4689/DIQ/,Normal,CT,1,5,1,0,0,,61219682.032,32(0x20),0x61219682,48
D:\SourceCode\SVN_Cathy_V35\BSP\Internal\sphost/resource/SBC/A/RO_RES/IQ/OV4689/DIQ/,Normal,CT,1,5,1,0,0,,BD801007.257,257(0x101),0xbd801007,45
D:\SourceCode\SVN_Cathy_V35\BSP\Internal\sphost/resource/SBC/A/RO_RES/IQ/OV4689/DIQ/,Normal,CT,1,6,1,0,0,,CF4C2241.032,32(0x20),0xcf4c2241,49
D:\SourceCode\SVN_Cathy_V35\BSP\Internal\sphost/resource/SBC/A/RO_RES/IQ/OV4689/DIQ/,Normal,CT,1,6,1,0,0,,BD801007.257,257(0x101),0xbd801007,45
D:\SourceCode\SVN_Cathy_V35\BSP\Internal\sphost/resource/SBC/A/RO_RES/IQ/OV4689/DIQ/,Normal,CT,2,1,1,0,0,,CD86BC80.032,32(0x20),0xcd86bc80,44
D:\SourceCode\SVN_Cathy_V35\BSP\Internal\sphost/resource/SBC/A/RO_RES/IQ/OV4689/DIQ/,Normal,CT,2,1,1,0,0,,BD801007.257,257(0x101),0xbd801007,45
D:\SourceCode\SVN_Cathy_V35\BSP\Internal\sphost/resource/SBC/A/RO_RES/IQ/OV4689/DIQ/,Normal,CT,2,2,1,0,0,,D7C20227.032,32(0x20),0xd7c20227,46
D:\SourceCode\SVN_Cathy_V35\BSP\Internal\sphost/resource/SBC/A/RO_RES/IQ/OV4689/DIQ/,Normal,CT,2,2,1,0,0,,BD801007.257,257(0x101),0xbd801007,45
D:\SourceCode\SVN_Cathy_V35\BSP\Internal\sphost/resource/SBC/A/RO_RES/IQ/OV4689/DIQ/,Normal,CT,2,3,1,0,0,,2680AE23.032,32(0x20),0x2680ae23,47
D:\SourceCode\SVN_Cathy_V35\BSP\Internal\sphost/resource/SBC/A/RO_RES/IQ/OV4689/DIQ/,Normal,CT,2,3,1,0,0,,BD801007.257,257(0x101),0xbd801007,45
D:\SourceCode\SVN_Cathy_V35\BSP\Internal\sphost/resource/SBC/A/RO_RES/IQ/OV4689/DIQ/,Normal,CT,2,4,1,0,0,,2680AE23.032,32(0x20),0x2680ae23,47
D:\SourceCode\SVN_Cathy_V35\BSP\Internal\sphost/resource/SBC/A/RO_RES/IQ/OV4689/DIQ/,Normal,CT,2,4,1,0,0,,BD801007.257,257(0x101),0xbd801007,45
D:\SourceCode\SVN_Cathy_V35\BSP\Internal\sphost/resource/SBC/A/RO_RES/IQ/OV4689/DIQ/,Normal,CT,2,5,1,0,0,,61219682.032,32(0x20),0x61219682,48
D:\SourceCode\SVN_Cathy_V35\BSP\Internal\sphost/resource/SBC/A/RO_RES/IQ/OV4689/DIQ/,Normal,CT,2,5,1,0,0,,BD801007.257,257(0x101),0xbd801007,45
D:\SourceCode\SVN_Cathy_V35\BSP\Internal\sphost/resource/SBC/A/RO_RES/IQ/OV4689/DIQ/,Normal,CT,2,6,1,0,0,,CF4C2241.032,32(0x20),0xcf4c2241,49
D:\SourceCode\SVN_Cathy_V35\BSP\Internal\sphost/resource/SBC/A/RO_RES/IQ/OV4689/DIQ/,Normal,CT,2,6,1,0,0,,BD801007.257,257(0x101),0xbd801007,45
D:\SourceCode\SVN_Cathy_V35\BSP\Internal\sphost/resource/SBC/A/RO_RES/IQ/OV4689/DIQ/,Normal,ZOOM,0,1,0,0,0,,CF4C2241.032,32(0x20),0xcf4c2241,49
D:\SourceCode\SVN_Cathy_V35\BSP\Internal\sphost/resource/SBC/A/RO_RES/IQ/OV4689/DIQ/,Normal,ZOOM,0,1,0,0,0,,76399249.055,55(0x37),0x76399249,50
D:\SourceCode\SVN_Cathy_V35\BSP\Internal\sphost/resource/SBC/A/RO_RES/IQ/OV4689/DIQ/,Normal,ZOOM,0,1,0,0,0,,63300405.257,257(0x101),0x63300405,51
D:\SourceCode\SVN_Cathy_V35\BSP\Internal\sphost/resource/SBC/A/RO_RES/IQ/OV4689/DIQ/,Normal,ZOOM,0,2,0,0,0,,CF4C2241.032,32(0x20),0xcf4c2241,49
D:\SourceCode\SVN_Cathy_V35\BSP\Internal\sphost/resource/SBC/A/RO_RES/IQ/OV4689/DIQ/,Normal,ZOOM,0,2,0,0,0,,AFA748FF.055,55(0x37),0xafa748ff,52
D:\SourceCode\SVN_Cathy_V35\BSP\Internal\sphost/resource/SBC/A/RO_RES/IQ/OV4689/DIQ/,Normal,ZOOM,0,2,0,0,0,,63300405.257,257(0x101),0x63300405,51
